MPN,Price,Producer,Name,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
90YV0H90-M0NA00,#N/D,ASUS,ASUS Radeon RX 6400 Dual,4.71E+12,201,2,0,0,1,1,0,0,2321,4,14000,53
90YV0H91-M0NA00,#N/D,ASUS,ASUS Radeon RX 6400 Phoenix,4.71E+12,196,2,0,0,1,1,0,0,2321,4,14000,53
90YV0IH2-M0NA00,#N/D,ASUS,ASUS Radeon RX 7600 Dual O8G V2,4.71E+12,205,2.5,1,0,1,3,0,0,1759,8,18000,165
90YV0IV1-M0NA00,#N/D,ASUS,ASUS Radeon RX 7900 XT TUF,4.71E+12,352.9,3.6,3,0,1,3,0,0,1759,20,20000,320
90YV0IG0-M0NA00,#N/D,ASUS,ASUS Radeon RX 7900 XTX TUF,4.71E+12,352.9,3.6,3,0,1,3,0,0,1759,24,20000,355
90YV0B50-M0NA00,#N/D,ASUS,ASUS Radeon RX Vega 56 STRIX O8G Gaming,4.71E+12,298,2.5,2,0,2,2,1,0,1573,8,14000,250
90YV0CY0-U0NA00,#N/D,ASUS,ASUS Radeon VII,4.72E+12,280,2,2,0,1,1,0,0,1750,16,2000,300
MATRIX-GTX780TI-P-3GD5,#N/D,ASUS,ASUS ROG Matrix GTX 780 Ti Platinum,4.72E+12,287,2,2,0,1,1,1,1,1072,3,7012,250
ROG-POSEIDON-GTX1080TI-P11G-GAMING,#N/D,ASUS,Asus ROG POSEIDON GTX 1080TI P11G GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1733,11,11100,250
ROG STRIX-GTX1050TI-4G-GAMING,224.42,ASUS,Asus ROG STRIX GTX 1050TI 4G GAMING,8.89E+11,241,2,0,1,1,1,2,0,1430,4,7008,75
ROG STRIX-GTX1050TI-O4G-GAMING,188.59,ASUS,Asus ROG STRIX GTX 1050TI O4G GAMING,8.89E+11,241,2,0,1,1,1,2,0,1506,4,7008,75
ROG STRIX-GTX1060-6G-GAMING,331.03,ASUS,Asus ROG STRIX GTX 1060 6G GAMING,8.89E+11,298,2,1,0,2,2,1,0,1746,6,8008,120
ROG STRIX-GTX1060-O6G-GAMING,288.61,ASUS,Asus ROG STRIX GTX 1060 O6G GAMING,8.89E+11,298,2,1,0,2,2,1,0,1873,6,8208,120
ROG STRIX-GTX1070-8G-GAMING,#N/D,ASUS,Asus ROG STRIX GTX 1070 8G GAMING,7.10E+12,298,2,1,0,2,2,1,0,1721,8,8008,150
ROG-STRIX-GTX1070TI-8G-GAMING,529.52,ASUS,Asus ROG STRIX GTX 1070TI 8G GAMING,1.90E+11,298,2.5,1,0,2,2,1,0,1721,8,8008,180
ROG STRIX-GTX1080-8G-GAMING,513.97,ASUS,Asus ROG STRIX GTX 1080 8G GAMING,8.89E+11,298,2,1,1,2,2,1,0,1771,8,10010,180
ROG-STRIX-GTX1080-A8G-11GBPS,#N/D,ASUS,Asus ROG STRIX GTX 1080 A8G 11GBPS,8.89E+11,298,2.5,1,1,2,2,1,0,1822,8,11100,180
ROG STRIX-GTX1080-A8G-GAMING,#N/D,ASUS,Asus ROG STRIX GTX 1080 A8G GAMING,8.89E+11,298,2,1,1,2,2,1,0,1835,8,10010,180
ROG-STRIX-GTX1080TI-11G-GAMING,774.69,ASUS,Asus ROG STRIX GTX 1080TI 11G GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1632,11,11100,250
ROG-STRIX-GTX1080TI-O11G-GAMING,994.98,ASUS,Asus ROG STRIX GTX 1080TI O11G GAMING,8.89E+11,298,2.5,2,0,2,2,1,0,1708,11,11100,250
ROG-STRIX-RX560-O4G-EVO-GAMING,151.40,ASUS,Asus ROG STRIX RX 560 O4G EVO GAMING,8.89E+11,194,2,0,0,1,1,1,0,1197,4,6000,90
ROG-STRIX-RX580-8G-GAMING,256.28,ASUS,Asus ROG STRIX RX 580 8G GAMING,6.50E+11,298,2.5,1,0,2,2,1,0,1360,8,14000,185
RX550-2G,#N/D,ASUS,Asus RX 550 2G,8.89E+11,182,2,0,0,1,1,1,0,1183,2,7000,50
RX560-4G,147.17,ASUS,Asus RX 560 4G,8.89E+11,115,2,0,0,1,1,1,0,1176,4,7000,90
RX560-O2G,#N/D,ASUS,Asus RX 560 O2G,8.89E+11,115,2,0,0,1,1,1,0,1187,2,7000,90
RX560-O4G,159.58,ASUS,Asus RX 560 O4G,8.89E+11,115,2,0,0,1,1,1,0,1210,4,7000,90
STRIX-GTX960-DC2OC-2GD5,#N/D,ASUS,Asus Strix Geforce GTX 960,8.02E+11,216,2,0,1,1,3,1,0,1317,2,7200,150
STRIX-GTX970-DC2OC-4GD5,#N/D,ASUS,Asus Strix Geforce GTX 970,4.06E+12,280,2,1,0,1,1,1,1,1253,3.5,7010,225
STRIX-GTX980-DC2OC-4GD5,#N/D,ASUS,Asus Strix Geforce GTX 980,4.06E+12,289,2,1,1,1,3,1,0,1304,4,7010,300
STRIX-R9380X-4G-GAMING,#N/D,ASUS,Asus Strix R9 380X,4.71E+12,273,2,0,2,1,1,1,1,990,4,5700,227
STRIX-R9390X-DC3OC-8GD5-GAMING,#N/D,ASUS,Asus Strix R9 390X,8.07E+11,300,2,1,1,1,3,1,0,1070,8,6000,300
FBA_STRIX-RX470-O4G-GAMING,#N/D,ASUS,Asus Strix RX 470,4.71E+12,242,2,0,1,1,1,2,0,1270,4,6600,120
90YV0CT9-M0NA00,#N/D,ASUS,ASUS TUF Gaming GeForce GTX 1660 Ti Evo Top Edition,4.71E+12,206,2.3,1,0,1,1,1,0,1815,6,12000,120
TURBO-GTX1060-6G,306.78,ASUS,Asus TURBO GTX 1060 6G,8.89E+11,2667,2,0,1,2,2,1,0,1708,6,8008,120
TURBO-GTX1070-8G,384.44,ASUS,Asus TURBO GTX 1070 8G,4.06E+12,2667,2,1,0,2,2,1,0,1683,8,8008,150
TURBO-GTX1070TI-8G,362.68,ASUS,Asus TURBO GTX 1070TI 8G,8.89E+11,2667,2,1,0,2,2,1,0,1721,8,8008,180
TURBO-GTX1080-8G,577.46,ASUS,Asus TURBO GTX 1080 8G,7.10E+12,2667,2,1,0,2,2,1,0,1733,8,10010,180
TURBO-GTX1080TI-11G,776.12,ASUS,Asus TURBO GTX 1080TI 11G,8.89E+11,2667,2,1,1,2,2,0,0,1582,11,11010,250
CGNX-TS45024ZI,#N/D,Club 3D,Club 3D GeForce GTS 450,8.72E+12,160,2,0,1,1,0,1,1,700,1,1200,106
CGAX-R9287O,#N/D,Club 3D,Club 3D R9 280 royalKing,5.05E+12,265,2,1,1,1,2,1,0,1100,3,6000,250
CGAX-R92856,#N/D,Club 3D,Club 3D R9 285 royalQueen,5.05E+12,225,2,0,2,1,1,1,1,945,2,5500,190
02G-P4-6332-KR,109.82,EVGA,EVGA GeForce GT 1030 SC,4.25E+12,144.8,,0,0,0,0,0,MPN,1544,2,4,30
02G-P4-6157-KR,167.81,EVGA,EVGA GeForce GTX 1050 FTW Gaming ACX 3.0,4.25E+12,266.7,2,0,1,0,0,0,MPN,1556,2,4,75
02G-P4-5150-KR,#N/D,EVGA,EVGA GeForce GTX 1050 Gaming,4.25E+12,182,2,0,0,0,0,0,MPN,1455,2,4,75
02G-P4-6152-KR,145.47,EVGA,EVGA GeForce GTX 1050 SC Gaming,4.25E+12,144.7,2,0,0,0,0,0,MPN,1531,2,4,75
02G-P4-6154-KR,#N/D,EVGA,EVGA GeForce GTX 1050 SSC Gaming ACX 3.0,4.25E+12,228.6,2,0,0,0,0,0,MPN,1544,2,5,75
04G-P4-6258-KR,203.10,EVGA,EVGA GeForce GTX 1050 Ti FTW Gaming,4.25E+12,256.54,2,0,1,0,0,0,MPN,1493,4,5,75
04G-P4-6251-KR,220.51,EVGA,EVGA GeForce GTX 1050 Ti Gaming ACX 2.0,4.25E+12,145,2,0,0,0,0,0,MPN,1392,4,5,75
04G-P4-6253-KR,214.38,EVGA,EVGA GeForce GTX 1050 Ti SC Gaming ACX 2.0,4.25E+12,145,2,0,0,0,0,0,MPN,1468,4,4,75
04G-P4-6255-KR,220.95,EVGA,EVGA GeForce GTX 1050 Ti SSC Gaming ACX 3.0,4.25E+12,228.6,2,0,0,0,0,0,MPN,1480,4,4,75
06G-P4-5161-KR,272.02,EVGA,EVGA GeForce GTX 1060,4.25E+12,266.7,2,0,1,0,0,0,MPN,1706,6,4,120
06G-P4-6268-KR,293.77,EVGA,EVGA GeForce GTX 1060 FTW Gaming,4.25E+12,266.7,2,1,0,0,0,0,MPN,1847,6,4,120
03G-P4-6367-KR,257.50,EVGA,EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1860,3,4,120
06G-P4-6368-KR,309.00,EVGA,EVGA GeForce GTX 1060 FTW+ Gaming ACX 3.0,4.25E+12,279.4,2,1,0,0,0,0,MPN,1860,6,4,120
06G-P4-6768-KR,#N/D,EVGA,EVGA GeForce GTX 1060 FTW2+ Gaming,4.25E+12,266.7,2,1,0,0,0,0,MPN,1860,6,4,120
03G-P4-5160-KR,254.35,EVGA,EVGA GeForce GTX 1060 Gaming,4.25E+12,266.7,2,0,1,0,0,0,MPN,1706,3,4,120
06G-P4-6161-KR,294.26,EVGA,EVGA GeForce GTX 1060 Gaming,4.25E+12,172.8,2,0,1,0,0,0,MPN,1708,6,4,120
03G-P4-6160-KR,238.82,EVGA,EVGA GeForce GTX 1060 Gaming ACX 2.0,4.25E+12,172.8,2,0,1,0,0,0,MPN,1708,3,4,120
06G-P4-6262-KR,325.69,EVGA,EVGA GeForce GTX 1060 Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1708,6,,120
03G-P4-6162-KR,215.48,EVGA,EVGA GeForce GTX 1060 SC Gaming,4.25E+12,172.8,2,0,1,0,0,0,MPN,1835,3,4,120
06G-P4-6163-KR,254.64,EVGA,EVGA GeForce GTX 1060 SC Gaming,4.25E+12,172.8,2,0,1,0,0,0,MPN,1835,6,4,120
06G-P4-6265-KR,299.78,EVGA,EVGA GeForce GTX 1060 SSC DT Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1733,6,4,120
03G-P4-6167-KR,226.38,EVGA,EVGA GeForce GTX 1060 SSC Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1835,3,4,120
06G-P4-6267-KR,324.71,EVGA,EVGA GeForce GTX 1060 SSC Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1835,6,4,120
08G-P4-6170-KR,#N/D,EVGA,EVGA GeForce GTX 1070 Founders Edition,4.25E+12,266.7,2,1,0,1,3,1,MPN,1683,8,4000,150
08G-P4-6276-KR,526.62,EVGA,EVGA GeForce GTX 1070 FTW Gaming ACX 3.0,4.25E+12,266.7,2,2,0,0,0,0,MPN,1797,8,4,150
08G-P4-6278-KR,463.77,EVGA,EVGA GeForce GTX 1070 FTW Hybrid Gaming,4.25E+12,266.7,2,2,0,0,0,0,MPN,1797,8,4,150
08G-P4-6676-KR,460.71,EVGA,EVGA GeForce GTX 1070 FTW2 Gaming iCX,4.25E+12,266.7,2,2,0,0,0,0,MPN,1797,8,4,150
08G-P4-6171-KR,447.76,EVGA,EVGA GeForce GTX 1070 Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1683,8,4,150
08G-P4-6178-KR,453.92,EVGA,EVGA GeForce GTX 1070 Hybrid Gaming,4.25E+12,266.7,2,1,0,0,0,0,MPN,1784,8,4,150
08G-P4-6573-KR,447.93,EVGA,EVGA GeForce GTX 1070 SC 2 Gaming iCX,4.25E+12,266.7,2,1,0,0,0,0,MPN,1784,8,4,150
08G-P4-6173-KR,427.96,EVGA,EVGA GeForce GTX 1070 SC Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1784,8,4,150
08G-P4-5173-KR,455.70,EVGA,EVGA GeForce GTX 1070 SC Gaming ACX 3.0 Black Edition,4.25E+12,266.7,2,1,0,0,0,0,MPN,1784,8,4,150
08G-P4-6678-KR,504.69,EVGA,EVGA GeForce GTX 1070 Ti FTW Ultra Silent,4.25E+12,266.7,3,2,0,0,0,0,MPN,1683,8,2,180
08G-P4-6775-KR,535.74,EVGA,EVGA GeForce GTX 1070 Ti FTW2 Gaming iCX,4.25E+12,266.7,2,2,0,0,0,0,MPN,1683,8,2,180
08G-P4-5670-KR,516.79,EVGA,EVGA GeForce GTX 1070 Ti Gaming,4.25E+12,266.7,2,1,0,0,0,0,MPN,1683,8,2,180
08G-P4-5671-KR,528.92,EVGA,EVGA GeForce GTX 1070 Ti SC Gaming ACX 3.0 Black Edition,4.25E+12,266.7,2,1,0,0,0,0,MPN,1683,8,2,180
08G-P4-5678-KR,520.55,EVGA,EVGA GeForce GTX 1070 Ti SC Hybrid,4.25E+12,266.7,2,1,0,0,0,0,MPN,1683,8,2,180
08G-P4-6386-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Classified Gaming ACX 3.0,4.25E+12,266.7,2,2,0,0,0,0,MPN,1860,8,14000,180
08G-P4-6180-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Founders Edition,4.25E+12,266.7,2,1,0,1,3,1,MPN,1733,8,5000,180
08G-P4-6284-KR,515.01,EVGA,EVGA GeForce GTX 1080 FTW DT Gaming ACX 3.0,4.25E+12,266.7,2,2,0,0,0,0,MPN,1733,8,14000,180
08G-P4-6286-KR,500.93,EVGA,EVGA GeForce GTX 1080 FTW Gaming ACX 3.0,4.25E+12,266.7,2,2,0,0,0,0,MPN,1860,8,14000,180
08G-P4-6288-KR,567.19,EVGA,EVGA GeForce GTX 1080 FTW Hybrid Gaming,4.25E+12,266.7,2,2,0,0,0,0,MPN,1860,8,14000,180
08G-P4-6686-KR,623.39,EVGA,EVGA GeForce GTX 1080 FTW2 Gaming iCX,4.25E+12,266.7,2,2,0,0,0,0,MPN,1860,8,14000,180
08G-P4-5180-KR,565.06,EVGA,EVGA GeForce GTX 1080 Gaming,4.25E+12,267,2,1,0,0,0,0,MPN,1733,8,14000,180
08G-P4-6188-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Hybrid Gaming,4.25E+12,266.7,2,1,0,0,0,0,MPN,1847,8,14000,180
08G-P4-6583-KR,642.30,EVGA,EVGA GeForce GTX 1080 SC 2 Gaming iCX,4.25E+12,266.7,2,1,0,0,0,0,MPN,1847,8,14000,180
08G-P4-6183-KR,583.41,EVGA,EVGA GeForce GTX 1080 SC Gaming ACX 3.0,4.25E+12,266.7,2,1,0,0,0,0,MPN,1847,8,5,180
11G-P4-6390-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Ti Founders Edition,4.25E+12,266.7,2,1,1,1,3,0,MPN,1582,11,5500,250
11G-P4-6797-K1,#N/D,EVGA,EVGA GeForce GTX 1080 Ti FTW3 12 Gbps Elite,4.25E+12,299.72,2,2,0,0,0,0,MPN,1683,11,3,250
11G-P4-6696-KR,739.88,EVGA,EVGA GeForce GTX 1080 Ti FTW3 Gaming iCX,4.25E+12,299.72,2,2,0,0,0,0,MPN,1683,11,14000,250
11G-P4-6698-KR,861.74,EVGA,EVGA GeForce GTX 1080 Ti FTW3 Hybrid Gaming,4.25E+12,288.8,2,2,0,0,0,0,MPN,1683,11,8,250
11G-P4-5390-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Ti Gaming,4.25E+12,269.2,2,1,1,0,0,0,MPN,1582,11,8,250
11G-P4-6798-KR,#N/D,EVGA,EVGA GeForce GTX 1080 Ti K|NGP|N Gaming,4.25E+12,299.72,2,2,0,0,0,0,MPN,1695,11,8,250
11G-P4-6393-KR,810.45,EVGA,EVGA GeForce GTX 1080 Ti SC Black Edition iCX,4.25E+12,266.7,2,1,1,0,0,0,MPN,1670,11,14000,250
11G-P4-6593-KR,813.86,EVGA,EVGA GeForce GTX 1080 Ti SC2 Gaming iCX,4.25E+12,266.7,2,1,1,0,0,0,MPN,1670,11,14000,250
11G-P4-6598-KR,768.05,EVGA,EVGA GeForce GTX 1080 Ti SC2 Hybrid Gaming iCX,4.25E+12,266.7,2,1,1,0,0,0,MPN,1670,11,8,250
04G-P4-1457-KR,#N/D,EVGA,EVGA GeForce GTX 1650 KO Ultra Gaming,4.25E+12,202,2,0,1,1,1,1,MPN,1740,4,12000,75
04G-P4-1057-KR,#N/D,EVGA,EVGA GeForce GTX 1650 SC Ultra Gaming,4.25E+12,202,2,0,1,1,1,0,MPN,1860,4,8000,85
04G-P4-1257-KR,#N/D,EVGA,EVGA GeForce GTX 1650 SC Ultra Gaming GDDR6,4.25E+12,202,2,0,1,1,2,0,MPN,1710,4,12000,75
04G-P4-1357-KR,309.70,EVGA,EVGA GeForce GTX 1650 Super SC Ultra,8.43E+11,202.1,2,0,1,1,1,1,MPN,1755,4,12000,100
06G-P4-1067-KR,#N/D,EVGA,EVGA GeForce GTX 1660 SC Ultra Gaming,4.25E+12,202,2,1,0,1,1,1,MPN,1830,6,8000,120
06G-P4-1061-KR,#N/D,EVGA,EVGA GeForce GTX 1660 Super Black Gaming,4.25E+12,189.89,2.75,1,0,1,1,1,MPN,1785,6,14000,125
06G-P4-1068-KR,270.16,EVGA,EVGA GeForce GTX 1660 Super SC Ultra,8.43E+11,202.1,2,1,0,1,1,1,MPN,1830,6,14000,125
06G-P4-1066-KR,#N/D,EVGA,EVGA GeForce GTX 1660 Super SC Ultra Black,8.43E+11,202.1,2,1,0,1,1,1,MPN,1785,6,14000,125
06G-P4-1667-KR,#N/D,EVGA,EVGA GeForce GTX 1660 Ti SC Ultra Gaming,4.25E+12,202,2,1,0,1,1,1,MPN,1830,6,12000,120
06G-P4-1261-KR,285.97,EVGA,EVGA GeForce GTX 1660 Ti XC Black Gaming,4.25E+12,189.89,3,1,0,1,1,1,MPN,1770,6,12000,130
06G-P4-1263-KR,336.85,EVGA,EVGA GeForce GTX 1660 Ti XC Gaming,4.25E+12,189.89,3,1,0,1,1,1,MPN,1845,6,12000,130
06G-P4-1163-KR,222.68,EVGA,EVGA GeForce GTX 1660 XC,8.43E+11,189.89,3,1,0,1,1,1,MPN,1830,6,8000,120
06G-P4-1161-KR,220.75,EVGA,EVGA GeForce GTX 1660 XC Black,8.43E+11,189.89,3,1,0,1,1,1,MPN,1785,6,8000,120
06G-P4-1167-KR,256.16,EVGA,EVGA GeForce GTX 1660 XC Ultra,8.43E+11,267.97,2,1,0,1,1,1,MPN,1845,6,8000,120
02G-P4-2678-KR,#N/D,EVGA,EVGA GeForce GTX 670 FTW,8.43E+11,254,2,0,2,1,1,1,MPN,1084,2,6208,170
02G-P4-2680-KR,#N/D,EVGA,EVGA GeForce GTX 680,4.25E+12,254,2,0,2,1,1,1,MPN,1058,2,6008,195
06G-P4-2066-KR,329.23,EVGA,EVGA GeForce RTX 2060 KO Gaming,8.43E+11,202.1,,1,0,0,0,0,MPN,1680,6,14000,160
06G-P4-2068-KR,331.42,EVGA,EVGA GeForce RTX 2060 KO Ultra Gaming,8.43E+11,202.1,,1,0,0,0,0,MPN,1755,6,14000,160
06G-P4-1762-KR,#N/D,EVGA,EVGA GeForce RTX 2060 SC Black Gaming,4.25E+12,267.97,2,1,0,1,2,1,MPN,1680,6,14000,160
06G-P4-2062-KR,#N/D,EVGA,EVGA GeForce RTX 2060 SC Gaming,4.25E+12,189.89,2.75,1,0,1,1,1,MPN,1710,6,14000,160
08G-P4-3062-KR,#N/D,EVGA,EVGA GeForce RTX 2060 Super SC Black,4.25E+12,267.97,2,1,0,1,2,1,MPN,1650,8,14000,175
08G-P4-3067-KR,419.26,EVGA,EVGA GeForce RTX 2060 Super SC Ultra Gaming,4.25E+12,269.83,2,1,0,1,1,1,MPN,1680,8,14000,175
08G-P4-3162-KR,442.21,EVGA,EVGA GeForce RTX 2060 Super XC Gaming,4.25E+12,269.83,2,1,1,1,1,0,MPN,1695,8,14000,175
08G-P4-3163-KR,478.23,EVGA,EVGA GeForce RTX 2060 Super XC Ultra Gaming,4.25E+12,269.83,2.75,1,1,1,1,0,MPN,1695,8,14000,175
06G-P4-2061-KR,373.56,EVGA,EVGA GeForce RTX 2060 XC Black Gaming,4.25E+12,172.72,3,1,0,1,1,1,MPN,1680,6,14000,160
06G-P4-2063-KR,381.74,EVGA,EVGA GeForce RTX 2060 XC Gaming,4.25E+12,172.72,3,1,0,1,1,1,MPN,1755,6,14000,160
06G-P4-2163-KR,#N/D,EVGA,EVGA GeForce RTX 2060 XC Ultra Black Gaming,4.25E+12,269.2,2,1,0,1,2,1,MPN,1680,6,14000,160
06G-P4-2167-KR,388.79,EVGA,EVGA GeForce RTX 2060 XC Ultra Gaming,4.25E+12,269.2,2,1,0,1,2,1,MPN,1830,6,14000,160
08G-P4-1071-KR,488.87,EVGA,EVGA GeForce RTX 2070 Black Edition,4.25E+12,269.2,2,1,0,1,2,1,MPN,1620,8,14000,175
08G-P4-3071-KR,477.93,EVGA,EVGA GeForce RTX 2070 Super Black Gaming,4.25E+12,269.83,2,1,1,1,1,0,MPN,1770,8,14000,260
08G-P4-3277-KR,558.53,EVGA,EVGA GeForce RTX 2070 Super FTW3 Ultra Gaming,4.25E+12,301.925,2.75,2,0,1,1,0,MPN,1815,8,14000,260
08G-P4-3377-KR,677.64,EVGA,EVGA GeForce RTX 2070 Super FTW3 Ultra+,8.43E+11,302,2.75,2,0,1,3,0,MPN,1815,8,15500,215
08G-P4-3070-KR,563.54,EVGA,EVGA GeForce RTX 2070 Super Gaming,4.25E+12,265.63,2,1,1,1,1,0,MPN,1770,8,14000,260
08G-P4-2072-KR,553.79,EVGA,EVGA GeForce RTX 2070 Super KO Gaming,8.43E+11,269.83,2,1,1,1,1,0,MPN,1770,8,15500,215
08G-P4-3172-KR,540.39,EVGA,EVGA GeForce RTX 2070 Super XC Gaming,4.25E+12,269.83,2.75,1,1,1,1,0,MPN,1800,8,14000,260
08G-P4-3178-KR,#N/D,EVGA,EVGA GeForce RTX 2070 Super XC Hybrid Gaming,4.25E+12,265.63,2,1,1,1,3,0,MPN,1800,8,14000,260
08G-P4-3173-KR,540.39,EVGA,EVGA GeForce RTX 2070 Super XC Ultra Gaming,4.25E+12,269.83,3,1,1,1,1,0,MPN,1800,8,14000,260
08G-P4-3175-KR,601.33,EVGA,EVGA GeForce RTX 2070 Super XC Ultra+,8.43E+11,269.83,2.75,1,1,1,3,0,MPN,1800,8,15500,215
08G-P4-2172-KR,546.40,EVGA,EVGA GeForce RTX 2070 XC,4.25E+12,269.2,2,1,0,1,3,0,MPN,1710,8,14000,175
08G-P4-2173-KR,572.31,EVGA,EVGA GeForce RTX 2070 XC Ultra,4.25E+12,269.2,3,1,0,1,3,0,MPN,1725,8,14000,175
08G-P4-3081-KR,725.37,EVGA,EVGA GeForce RTX 2080 Super Black Gaming,4.25E+12,269.83,2,1,1,1,3,0,MPN,1815,8,15500,250
08G-P4-3288-KR,830.55,EVGA,EVGA GeForce RTX 2080 Super FTW3 Hybrid,4.25E+12,290.83,2,2,0,1,3,0,MPN,1845,8,15500,250
08G-P4-3289-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Super FTW3 Hydro Copper Gaming,4.25E+12,290.87,2,2,0,1,3,0,MPN,1845,8,15500,250
08G-P4-3287-KR,785.57,EVGA,EVGA GeForce RTX 2080 Super FTW3 Ultra Gaming,4.25E+12,301.925,2.75,2,0,1,3,0,MPN,1845,8,15000,250
08G-P4-2083-KR,732.46,EVGA,EVGA GeForce RTX 2080 Super KO Gaming,8.43E+11,269.83,2,1,1,1,3,0,MPN,1815,8,15500,250
08G-P4-3182-KR,754.38,EVGA,EVGA GeForce RTX 2080 Super XC Gaming,4.25E+12,269.83,2,1,1,0,3,0,MPN,1830,8,15500,250
08G-P4-3188-KR,825.47,EVGA,EVGA GeForce RTX 2080 Super XC Hybrid Gaming,4.25E+12,265.63,2,1,1,1,3,0,MPN,1830,8,15500,250
08G-P4-3183-KR,810.56,EVGA,EVGA GeForce RTX 2080 Super XC Ultra Gaming,4.25E+12,269.83,2.75,1,1,1,3,0,MPN,1845,8,15000,250
11G-P4-2380-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti,4.25E+12,266,2,2,0,1,2,0,MPN,1545,11,14000,250
11G-P4-2281-KR,1182.35,EVGA,EVGA GeForce RTX 2080 Ti Black Edition Gaming,4.25E+12,269.2,2,2,0,1,3,0,MPN,1545,11,14000,250
11G-P4-2483-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti FTW3 Gaming iCX,4.25E+12,301.93,3,2,0,1,3,0,MPN,1545,11,14000,250
11G-P4-2489-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti FTW3 Hydro Copper iCX,4.25E+12,288.8,2,2,0,1,3,0,MPN,1683,11,14000,285
11G-P4-2487-KR,1419.55,EVGA,EVGA GeForce RTX 2080 Ti FTW3 Ultra Gaming iCX,4.25E+12,301.93,3,2,0,1,3,0,MPN,1755,11,14000,250
11G-P4-2484-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti FTW3 Ultra Hybrid Gaming,4.25E+12,291,2,2,0,1,3,0,MPN,1755,11,14000,250
11G-P4-2589-KR,1818.51,EVGA,EVGA GeForce RTX 2080 Ti K|NGP|N Gaming,4.25E+12,266.7,2,3,0,1,3,0,MPN,1770,11,14000,250
11G-P4-2382-KR,1236.76,EVGA,EVGA GeForce RTX 2080 Ti XC,4.25E+12,269.2,2.5,2,0,1,3,0,MPN,1635,11,14000,285
11G-P4-2282-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti XC Black Edition Gaming,4.25E+12,269.83,2,2,0,1,3,0,MPN,1560,11,14000,250
11G-P4-2384-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti XC Hybrid Gaming,4.25E+12,265.63,2,2,0,1,3,0,MPN,1635,11,14000,250
11G-P4-2383-KR,1310.75,EVGA,EVGA GeForce RTX 2080 Ti XC Ultra,4.25E+12,269.2,2.5,2,0,1,3,0,MPN,1650,11,14000,285
11G-P4-2387-KR,#N/D,EVGA,EVGA GeForce RTX 2080 Ti XC2 Ultra Gaming,4.25E+12,269.83,3,2,0,1,3,0,MPN,1650,11,14000,250
08G-P4-2182-KR,781.86,EVGA,EVGA GeForce RTX 2080 XC,4.25E+12,269.2,5,1,1,1,3,0,MPN,1759,8,14000,225
08G-P4-2183-KR,826.11,EVGA,EVGA GeForce RTX 2080 XC Ultra,4.25E+12,269.2,5,1,0,1,3,0,MPN,1759,8,14000,225
12G-P5-4877-KL,#N/D,EVGA,EVGA GeForce RTX 3080 FTW3 Ultra Gaming,4.25E+12,300,2.75,3,0,1,3,0,MPN,1759,12,19000,320
10G-P5-3899-KR,#N/D,EVGA,EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper,4.25E+12,288.9,1.2,3,0,1,3,0,MPN,1800,10,19000,320
12G-P5-3969-KR,#N/D,EVGA,EVGA GeForce RTX 3080 Ti FTW3 Ultra Hydro Copper Gaming,4.25E+12,288.9,2.75,3,0,1,3,0,MPN,1800,12,19000,320
12G-P5-3959-KR,#N/D,EVGA,EVGA GeForce RTX 3080 Ti XC3 Ultra Hydro Copper Gaming,4.25E+12,300,2.75,3,0,1,3,0,MPN,1725,12,19000,320
12G-P5-4865-KL,#N/D,EVGA,EVGA GeForce RTX 3080 XC3 Ultra Gaming,4.25E+12,285.37,2.2,2,0,1,3,0,MPN,1759,12,19000,320
24G-P5-3989-KR,#N/D,EVGA,EVGA GeForce RTX 3090 FTW3 Ultra Hydro Copper,4.25E+12,288.9,1.2,3,0,1,3,0,MPN,1800,24,19500,350
